ORGYN,GENDER,AGE,BILL,CLASS,LTIME,MNTH_INCOME
1,F,49,4793,Silver,26,4000
0,F,50,175,Silver,8,4000
0,F,50,175,Silver,1,4000
0,M,50,429,Silver,9,4000
1,F,50,766,Silver,2,4000
0,F,50,1737,Silver,4,4000
0,F,50,2176,Silver,1,4000
0,F,50,2334,Silver,9,4000
0,F,50,2602,Silver,9,4000
0,F,50,3312,Silver,1,4000
0,F,50,3510,Silver,8,4000
0,M,50,3586,Silver,2,4000
0,M,50,3912,Silver,7,4000
0,F,50,3934,Silver,5,4000
0,F,50,3982,Silver,2,4000
0,F,50,4133,Silver,7,4000
0,F,50,4512,Silver,4,4000
0,F,51,344,Silver,5,4000
0,F,51,1276,Silver,6,4000
0,M,51,1367,Silver,11,4000
1,F,51,1461,Silver,9,4000
0,M,51,2011,Silver,5,4000
0,M,51,2325,Silver,11,4000
0,F,51,3200,Silver,14,4000
1,F,51,3545,Silver,8,4000
0,F,51,3975,Silver,8,4000
0,F,51,4044,Silver,11,4000
0,F,51,4134,Silver,7,4000
0,F,51,4228,Silver,2,4000
0,F,51,4881,Silver,9,4000
0,F,52,215,Silver,4,4000
1,M,52,270,Silver,13,4000
0,F,52,1701,Silver,11,4000
0,F,52,2035,Silver,9,4000
0,M,52,2746,Silver,7,4000
0,M,52,3059,Silver,8,4000
0,M,52,3164,Silver,3,4000
0,F,52,3568,Silver,5,4000
0,F,53,295,Silver,5,4000
0,F,53,393,Silver,3,4000
0,F,53,595,Silver,9,4000
0,F,53,732,Silver,9,4000
0,F,53,936,Silver,4,4000
0,M,53,1230,Silver,5,4000
0,F,53,1267,Silver,1,4000
0,F,53,2854,Silver,5,4000
0,F,53,2995,Silver,1,4000
0,F,53,3054,Silver,9,4000
0,M,53,3117,Silver,5,4000
0,F,53,3182,Silver,9,4000
0,F,53,3323,Silver,1,4000
0,F,53,3455,Silver,9,4000
0,F,53,3742,Silver,6,4000
1,F,53,3989,Silver,9,4000
1,F,53,4343,Silver,26,4000
0,M,53,4384,Silver,1,4000
0,M,53,4834,Silver,4,4000
0,M,54,428,Silver,18,4000
0,M,54,716,Silver,1,4000
0,F,54,1030,Silver,3,4000
1,F,54,1697,Silver,9,4000
0,M,54,2874,Silver,6,4000
0,F,54,3240,Silver,8,4000
0,F,54,3459,Silver,11,4000
0,F,54,3459,Silver,11,4000
0,F,54,3672,Silver,10,4000
0,M,54,4188,Silver,11,4000
0,M,54,4317,Silver,1,4000
0,F,54,4781,Silver,5,4000
0,F,54,4870,Silver,8,4000
0,F,54,4924,Silver,2,4000
0,F,55,776,Silver,21,4000
1,M,55,849,Silver,8,4000
0,F,55,1158,Silver,6,4000
0,F,55,1289,Silver,11,4000
0,M,55,1319,Silver,5,4000
0,F,55,1378,Silver,6,4000
0,M,55,1490,Silver,2,4000
0,F,55,1902,Silver,7,4000
0,F,55,2104,Silver,8,4000
0,M,55,2320,Silver,8,4000
1,F,55,2529,Silver,19,4000
1,F,55,2671,Silver,11,4000
0,F,55,3528,Silver,10,4000
0,M,55,3590,Silver,18,4000
0,F,55,4509,Silver,5,4000
0,F,56,533,Silver,10,4000
0,F,56,707,Silver,3,4000
1,F,56,1095,Silver,11,4000
0,F,56,1375,Silver,8,4000
0,F,56,1552,Silver,8,4000
0,M,56,1568,Silver,5,4000
0,F,56,1647,Silver,2,4000
0,F,56,3240,Silver,10,4000
0,F,57,307,Silver,9,4000
0,F,57,601,Silver,1,4000
0,F,57,1617,Silver,8,4000
0,F,57,2018,Silver,6,4000
0,M,57,2290,Silver,4,4000
0,F,57,2300,Silver,1,4000
0,F,57,3120,Silver,8,4000
1,F,57,3870,Silver,2,4000
0,F,57,4019,Silver,5,4000
0,F,57,4568,Silver,4,4000
1,F,57,4613,Silver,9,4000
0,M,57,4738,Silver,8,4000
0,F,58,801,Silver,4,4000
0,F,58,1598,Silver,3,4000
0,F,58,1768,Silver,5,4000
1,M,58,2242,Silver,9,4000
0,F,58,2461,Silver,6,4000
0,M,58,2605,Silver,2,4000
0,F,58,4213,Silver,5,4000
1,F,58,4363,Silver,8,4000
1,F,58,4898,Silver,5,4000
1,F,59,108,Silver,9,4000
0,F,59,392,Silver,8,4000
0,F,59,492,Silver,9,4000
0,F,59,1231,Silver,4,4000
0,F,59,1288,Silver,5,4000
0,F,59,2032,Silver,10,4000
0,F,59,2897,Silver,1,4000
0,F,59,3334,Silver,9,4000
0,F,59,4602,Silver,1,4000
0,M,60,132,Silver,10,4000
0,M,60,890,Silver,8,4000
1,M,60,985,Silver,11,4000
0,M,60,1602,Silver,11,4000
0,F,60,2162,Silver,32,4000
0,F,60,2392,Silver,1,4000
1,F,60,2632,Silver,10,4000
0,M,60,2830,Silver,1,4000
0,M,60,3541,Silver,1,4000
0,F,60,3921,Silver,5,4000
0,F,60,4393,Silver,1,4000
0,F,60,4957,Silver,5,4000
0,F,61,1370,Silver,5,4000
0,F,61,1631,Silver,17,4000
0,F,61,1740,Silver,7,4000
1,F,61,2046,Silver,9,4000
1,M,61,2688,Silver,2,4000
0,M,61,2759,Silver,11,4000
0,F,61,3581,Silver,12,4000
0,M,61,3654,Silver,5,4000
0,F,61,3961,Silver,16,4000
1,F,61,4229,Silver,12,4000
1,F,61,4570,Silver,1,4000
0,F,62,1387,Silver,3,4000
1,F,62,1560,Silver,3,4000
0,M,62,2227,Silver,18,4000
0,M,62,2453,Silver,5,4000
0,M,62,2534,Silver,15,4000
1,F,62,2863,Silver,5,4000
0,F,62,3639,Silver,9,4000
0,F,62,4458,Silver,7,4000
0,F,62,4810,Silver,5,4000
0,F,62,4821,Silver,6,4000
0,F,62,4913,Silver,7,4000
0,F,63,559,Silver,8,4000
0,F,63,636,Silver,9,4000
0,M,63,1090,Silver,8,4000
0,F,63,1271,Silver,9,4000
0,F,63,1408,Silver,8,4000
0,F,63,2102,Silver,1,4000
0,F,63,2192,Silver,8,4000
0,F,63,2201,Silver,7,4000
1,F,63,2299,Silver,12,4000
1,F,63,2829,Silver,2,4000
0,M,63,3240,Silver,2,4000
0,F,63,3630,Silver,5,4000
0,F,63,3773,Silver,17,4000
0,M,63,3805,Silver,4,4000
0,F,63,4577,Silver,11,4000
0,F,64,1503,Silver,9,4000
0,F,64,3644,Silver,10,4000
0,F,64,3855,Silver,5,4000
0,F,64,4568,Silver,5,4000
0,F,64,4697,Silver,9,4000
1,F,65,332,Silver,5,4000
0,F,65,561,Silver,5,4000
1,M,65,961,Silver,5,4000
1,F,65,1095,Silver,16,4000
0,F,65,2767,Silver,1,4000
1,F,65,3042,Silver,5,4000
1,M,65,3471,Silver,3,4000
0,F,65,3593,Silver,9,4000
1,F,65,4124,Silver,32,4000
1,F,65,4162,Silver,7,4000
0,F,65,4172,Silver,7,4000
1,F,65,4832,Silver,16,4000
1,F,66,1602,Silver,26,4000
0,F,66,1855,Silver,4,4000
0,M,66,2796,Silver,9,4000
1,M,66,3454,Silver,8,4000
0,M,67,344,Silver,6,4000
0,M,67,897,Silver,1,4000
0,F,67,1803,Silver,11,4000
1,F,67,2011,Silver,2,4000
0,M,67,2086,Silver,9,4000
0,F,67,2314,Silver,8,4000
1,M,67,2314,Silver,7,4000
0,M,67,3202,Silver,2,4000
1,F,67,3502,Silver,8,4000
0,F,67,3810,Silver,25,4000
0,F,67,4548,Silver,5,4000
0,F,68,732,Silver,3,4000
0,F,68,2162,Silver,21,4000
0,F,68,2165,Silver,3,4000
0,F,68,2167,Silver,7,4000
1,F,68,2456,Silver,8,4000
0,F,68,2828,Silver,5,4000
1,M,68,3243,Silver,1,4000
0,F,68,3809,Silver,11,4000
0,F,68,3902,Silver,19,4000
0,F,68,4163,Silver,4,4000
0,F,68,4314,Silver,5,4000
0,F,68,4338,Silver,5,4000
0,F,68,4530,Silver,5,4000
0,F,69,410,Silver,5,4000
0,F,69,465,Silver,6,4000
0,F,69,3160,Silver,8,4000
0,F,69,3307,Silver,8,4000
0,F,69,3652,Silver,5,4000
0,M,69,4931,Silver,2,4000
0,F,70,111,Silver,9,4000
0,F,70,596,Silver,4,4000
0,F,70,1208,Silver,4,4000
0,F,70,1307,Silver,8,4000
0,F,70,1325,Silver,11,4000
0,F,70,1697,Silver,15,4000
0,F,70,3773,Silver,10,4000
1,F,71,884,Silver,4,4000
0,M,71,990,Silver,6,4000
1,F,71,1095,Silver,31,4000
1,F,71,1495,Silver,9,4000
0,M,71,1676,Silver,8,4000
0,F,71,2683,Silver,16,4000
0,F,71,3394,Silver,16,4000
0,F,71,4416,Silver,3,4000
0,F,71,4546,Silver,4,4000
0,F,72,1005,Silver,6,4000
0,F,72,1608,Silver,16,4000
1,F,72,1758,Silver,8,4000
0,F,72,2462,Silver,6,4000
0,M,72,2723,Silver,5,4000
0,F,72,3338,Silver,2,4000
1,F,72,4033,Silver,5,4000
0,F,73,799,Silver,5,4000
0,M,73,1902,Silver,15,4000
0,F,73,2093,Silver,7,4000
1,F,73,2501,Silver,30,4000
0,F,73,2529,Silver,8,4000
0,F,73,3978,Silver,8,4000
0,M,73,4179,Silver,1,4000
0,M,73,4260,Silver,5,4000
0,F,73,4346,Silver,9,4000
0,M,73,4498,Silver,25,4000
1,M,73,4749,Silver,5,4000
0,F,73,4882,Silver,5,4000
0,F,73,4901,Silver,3,4000
0,F,74,495,Silver,16,4000
0,F,74,1731,Silver,11,4000
1,F,74,2523,Silver,17,4000
0,F,74,2662,Silver,9,4000
0,F,74,2886,Silver,32,4000
0,F,74,3611,Silver,4,4000
1,F,74,4040,Silver,25,4000
0,F,74,4513,Silver,5,4000
1,F,74,4638,Silver,12,4000
0,F,74,4648,Silver,10,4000
1,F,75,1791,Silver,2,4000
1,M,75,3357,Silver,3,4000
0,F,75,3492,Silver,8,4000
0,F,75,3581,Silver,15,4000
0,F,75,4947,Silver,7,4000
0,M,76,1724,Silver,4,4000
0,F,76,3116,Silver,11,4000
0,F,76,3733,Silver,11,4000
1,F,76,4221,Silver,3,4000
0,F,77,2161,Silver,2,4000
0,F,77,2670,Silver,6,4000
1,M,77,4302,Silver,4,4000
0,F,78,398,Silver,1,4000
1,F,78,695,Silver,2,4000
0,M,78,1289,Silver,19,4000
1,M,78,1420,Silver,2,4000
0,M,78,2276,Silver,5,4000
0,M,78,2975,Silver,5,4000
0,F,79,1457,Silver,12,4000
0,M,79,2091,Silver,6,4000
0,M,79,4445,Silver,1,4000
1,F,19,4284,Silver,2,4500
1,M,20,323,Silver,2,4500
1,F,20,2133,Silver,2,4500
1,F,23,4479,Silver,1,4500
1,F,24,282,Silver,2,4500
1,F,24,3414,Silver,7,4500
1,F,25,1491,Silver,3,4500
1,F,25,2049,Silver,1,4500
1,F,26,3700,Silver,8,4500
1,M,26,4068,Silver,1,4500
1,M,27,2015,Silver,1,4500
1,F,27,2074,Silver,5,4500
1,F,27,4746,Silver,4,4500
1,F,28,919,Silver,4,4500
0,F,28,1194,Silver,8,4500
0,F,28,3643,Silver,5,4500
1,F,28,4391,Silver,4,4500
1,F,29,226,Silver,1,4500
1,F,29,3306,Silver,5,4500
1,F,29,3516,Silver,5,4500
1,F,29,3742,Silver,3,4500
1,F,29,4007,Silver,5,4500
1,M,29,4325,Silver,1,4500
1,F,30,386,Silver,7,4500
0,F,30,2088,Silver,11,4500
0,F,31,446,Silver,5,4500
0,F,31,1239,Silver,3,4500
1,F,31,1849,Silver,4,4500
1,F,31,2459,Silver,1,4500
1,F,31,2470,Silver,3,4500
0,F,31,3136,Silver,1,4500
0,F,31,3304,Silver,8,4500
1,F,31,3836,Silver,5,4500
0,M,32,357,Silver,3,4500
1,F,32,724,Silver,8,4500
1,F,32,1542,Silver,4,4500
1,F,32,2900,Silver,5,4500
1,F,32,2907,Silver,1,4500
1,M,32,3334,Silver,5,4500
1,F,32,3356,Silver,1,4500
1,F,32,3713,Silver,1,4500
1,F,32,3878,Silver,10,4500
1,F,33,2034,Silver,8,4500
1,M,33,2452,Silver,9,4500
1,F,33,3237,Silver,0,4500
1,F,33,4330,Silver,1,4500
0,M,33,4867,Silver,1,4500
1,F,34,577,Silver,4,4500
1,F,34,870,Silver,9,4500
1,M,34,2865,Silver,5,4500
1,F,34,3241,Silver,5,4500
1,F,34,3802,Silver,6,4500
0,F,34,4288,Silver,3,4500
1,F,35,2695,Silver,6,4500
0,M,35,2954,Silver,2,4500
0,F,35,3425,Silver,8,4500
0,M,35,3514,Silver,4,4500
1,F,35,4346,Silver,1,4500
1,F,35,4419,Silver,1,4500
0,M,36,244,Silver,5,4500
0,F,36,331,Silver,5,4500
1,F,36,2424,Silver,5,4500
0,F,36,2465,Silver,1,4500
1,M,36,4399,Silver,5,4500
0,F,37,1703,Silver,9,4500
1,F,37,1713,Silver,5,4500
0,F,37,2087,Silver,1,4500
1,F,37,2321,Silver,9,4500
1,M,37,2414,Silver,2,4500
0,F,37,4093,Silver,11,4500
1,F,38,397,Silver,1,4500
1,F,38,427,Silver,4,4500
0,F,38,1221,Silver,5,4500
1,F,38,1330,Silver,5,4500
1,F,38,1340,Silver,10,4500
1,F,38,1610,Silver,10,4500
1,M,38,2140,Silver,12,4500
0,M,38,2312,Silver,11,4500
1,M,38,2781,Silver,9,4500
1,F,38,4129,Silver,1,4500
0,F,39,752,Silver,9,4500
1,F,39,822,Silver,4,4500
1,F,39,1211,Silver,4,4500
0,F,39,2244,Silver,5,4500
0,F,39,2776,Silver,9,4500
0,M,39,3588,Silver,7,4500
0,F,39,3954,Silver,6,4500
1,F,39,4938,Silver,11,4500
0,F,39,4982,Silver,2,4500
0,F,40,2058,Silver,8,4500
1,F,40,2641,Silver,5,4500
0,F,40,3387,Silver,1,4500
0,F,40,4382,Silver,10,4500
0,M,41,1248,Silver,1,4500
1,F,41,2626,Silver,1,4500
0,F,41,2918,Silver,12,4500
0,F,41,2949,Silver,8,4500
0,F,41,3323,Silver,5,4500
0,F,41,4224,Silver,5,4500
1,F,41,4481,Silver,2,4500
0,F,41,4746,Silver,1,4500
1,F,42,1502,Silver,9,4500
0,M,42,2188,Silver,6,4500
1,F,42,2319,Silver,6,4500
1,F,42,3471,Silver,11,4500
0,F,42,4295,Silver,4,4500
1,F,42,4451,Silver,8,4500
0,F,42,4453,Silver,6,4500
1,M,42,4889,Silver,5,4500
0,F,43,228,Silver,8,4500
1,F,43,845,Silver,5,4500
1,M,43,1042,Silver,8,4500
0,F,43,2002,Silver,5,4500
0,F,43,2092,Silver,9,4500
1,F,43,3041,Silver,10,4500
1,M,43,3085,Silver,8,4500
1,F,43,3415,Silver,9,4500
0,F,43,3416,Silver,8,4500
0,F,43,3429,Silver,8,4500
0,F,43,3805,Silver,3,4500
1,F,43,3882,Silver,8,4500
1,F,43,4648,Silver,8,4500
0,F,44,136,Silver,8,4500
0,F,44,273,Silver,2,4500
0,F,44,414,Silver,1,4500
0,F,44,725,Silver,5,4500
1,F,44,1353,Silver,3,4500
0,M,44,1415,Silver,7,4500
0,F,44,1590,Silver,11,4500
0,M,44,1872,Silver,4,4500
0,F,44,2442,Silver,3,4500
0,F,44,2545,Silver,5,4500
0,M,44,2852,Silver,4,4500
1,F,44,3127,Silver,1,4500
0,F,44,3724,Silver,9,4500
0,M,44,3969,Silver,4,4500
0,F,44,4527,Silver,9,4500
0,M,45,2128,Silver,4,4500
0,F,45,2624,Silver,1,4500
0,M,45,2724,Silver,5,4500
0,F,45,3265,Silver,1,4500
0,F,45,4767,Silver,8,4500
0,M,45,4939,Silver,6,4500
0,F,46,462,Silver,8,4500
0,M,46,1256,Silver,5,4500
1,F,46,1739,Silver,2,4500
0,F,46,1771,Silver,2,4500
0,F,46,1892,Silver,8,4500
0,F,46,4519,Silver,3,4500
0,F,46,4829,Silver,10,4500
0,F,47,740,Silver,1,4500
0,F,47,1212,Silver,2,4500
0,M,47,1276,Silver,1,4500
0,F,47,1437,Silver,11,4500
0,F,47,2242,Silver,5,4500
0,M,47,2517,Silver,9,4500
0,F,47,2820,Silver,2,4500
0,F,47,3453,Silver,5,4500
0,F,47,3896,Silver,9,4500
0,M,47,3969,Silver,15,4500
1,M,48,424,Silver,3,4500
0,F,48,862,Silver,5,4500
0,M,48,971,Silver,4,4500
0,F,48,1111,Silver,1,4500
0,M,48,1420,Silver,11,4500
0,F,48,1595,Silver,7,4500
0,F,48,3574,Silver,5,4500
1,M,48,3793,Silver,8,4500
0,F,48,4247,Silver,11,4500
0,M,48,4360,Silver,10,4500
0,F,49,507,Silver,8,4500
0,F,49,691,Silver,24,4500
1,F,49,767,Silver,9,4500
0,F,49,910,Silver,10,4500
0,F,49,1574,Silver,4,4500
0,M,49,2592,Silver,4,4500
0,M,49,2711,Silver,1,4500
0,M,49,4135,Silver,9,4500
0,F,49,4164,Silver,2,4500
0,F,50,253,Silver,4,4500
0,F,50,704,Silver,5,4500
0,F,50,830,Silver,4,4500
0,M,50,893,Silver,1,4500
1,F,50,1153,Silver,3,4500
1,M,50,1978,Silver,2,4500
0,M,50,2583,Silver,9,4500
0,F,50,2638,Silver,5,4500
0,F,50,2789,Silver,1,4500
0,F,50,3087,Silver,10,4500
0,M,50,3159,Silver,1,4500
0,F,50,3244,Silver,4,4500
0,F,51,1669,Silver,2,4500
1,F,51,1694,Silver,8,4500
0,F,51,1801,Silver,5,4500
1,F,51,2262,Silver,2,4500
0,F,51,3172,Silver,3,4500
0,F,51,3196,Silver,4,4500
0,F,51,3246,Silver,11,4500
0,M,51,3513,Silver,4,4500
0,F,51,3699,Silver,10,4500
1,F,52,327,Silver,8,4500
0,M,52,390,Silver,9,4500
0,F,52,634,Silver,8,4500
0,F,52,1534,Silver,1,4500
0,F,52,1948,Silver,6,4500
0,F,52,2025,Silver,1,4500
0,M,52,2055,Silver,4,4500
0,F,52,2375,Silver,10,4500
0,F,52,2699,Silver,1,4500
0,F,52,3028,Silver,6,4500
1,F,52,4322,Silver,3,4500
0,M,52,4477,Silver,16,4500
0,F,52,4775,Silver,3,4500
0,F,53,139,Silver,4,4500
0,F,53,1136,Silver,8,4500
0,F,53,1490,Silver,15,4500
0,F,53,2484,Silver,3,4500
0,F,53,2584,Silver,7,4500
0,F,53,2642,Silver,8,4500
0,F,53,3167,Silver,7,4500
0,F,53,3769,Silver,4,4500
0,F,53,3925,Silver,5,4500
0,F,53,3988,Silver,28,4500
0,M,54,274,Silver,1,4500
0,F,54,758,Silver,9,4500
0,F,54,2105,Silver,2,4500
0,M,54,2472,Silver,11,4500
0,F,54,3537,Silver,8,4500
0,F,54,3584,Silver,7,4500
0,M,54,4243,Silver,27,4500
0,M,54,4855,Silver,2,4500
1,F,54,4945,Silver,4,4500
0,F,55,183,Silver,5,4500
0,M,55,640,Silver,1,4500
0,F,55,1229,Silver,8,4500
0,F,55,1299,Silver,6,4500
1,F,55,1347,Silver,9,4500
0,M,55,2485,Silver,11,4500
0,M,55,3404,Silver,2,4500
0,F,55,3501,Silver,1,4500
1,F,55,3946,Silver,8,4500
1,F,55,4198,Silver,5,4500
0,M,56,462,Silver,12,4500
1,F,56,535,Silver,8,4500
0,F,56,1235,Silver,3,4500
0,M,56,1646,Silver,8,4500
1,M,56,3128,Silver,5,4500
1,F,56,3405,Silver,1,4500
0,F,56,3492,Silver,8,4500
1,F,56,3980,Silver,12,4500
0,F,56,4903,Silver,4,4500
0,F,57,186,Silver,6,4500
0,F,57,884,Silver,6,4500
0,F,57,990,Silver,7,4500
0,F,57,1135,Silver,3,4500
0,F,57,1244,Silver,9,4500
0,M,57,1510,Silver,16,4500
0,F,57,1689,Silver,4,4500
0,F,57,1752,Silver,2,4500
0,F,57,1928,Silver,5,4500
0,M,57,2763,Silver,1,4500
1,F,57,2869,Silver,8,4500
1,F,57,4223,Silver,2,4500
1,F,57,4257,Silver,4,4500
0,M,57,4495,Silver,8,4500
0,F,58,236,Silver,7,4500
0,F,58,2498,Silver,9,4500
0,M,58,2972,Silver,8,4500
1,M,58,3221,Silver,5,4500
0,F,58,3571,Silver,5,4500
0,F,58,4325,Silver,19,4500
0,F,58,4623,Silver,5,4500
0,M,58,4633,Silver,2,4500
0,F,58,4726,Silver,8,4500
0,F,59,265,Silver,2,4500
1,F,59,603,Silver,8,4500
0,F,59,870,Silver,3,4500
1,F,59,1304,Silver,1,4500
0,F,59,1386,Silver,2,4500
0,F,59,2515,Silver,4,4500
0,F,59,2711,Silver,11,4500
0,F,59,3633,Silver,11,4500
0,F,59,4114,Silver,5,4500
0,F,59,4207,Silver,4,4500
0,F,60,250,Silver,26,4500
0,F,60,651,Silver,8,4500
0,M,60,835,Silver,4,4500
0,F,60,1007,Silver,20,4500
0,F,60,2663,Silver,1,4500
0,M,60,3036,Silver,8,4500
1,F,60,3892,Silver,4,4500
0,F,60,4365,Silver,5,4500
0,M,60,4458,Silver,8,4500
1,F,61,117,Silver,1,4500
0,F,61,221,Silver,9,4500
0,M,61,1000,Silver,8,4500
1,M,61,1279,Silver,16,4500
1,F,61,1440,Silver,2,4500
0,F,61,1970,Silver,7,4500
0,F,61,1973,Silver,1,4500
0,F,61,2661,Silver,4,4500
0,F,61,2678,Silver,6,4500
0,F,61,3521,Silver,4,4500
0,F,61,3548,Silver,5,4500
0,F,61,3598,Silver,11,4500
0,F,61,3913,Silver,12,4500
0,F,61,4582,Silver,4,4500
0,F,61,4901,Silver,9,4500
0,F,61,4911,Silver,19,4500
0,F,62,450,Silver,12,4500
0,F,62,699,Silver,8,4500
1,F,62,1262,Silver,5,4500
0,M,62,1303,Silver,3,4500
0,M,62,1542,Silver,2,4500
0,F,62,1940,Silver,4,4500
0,F,62,2271,Silver,19,4500
0,F,62,2783,Silver,6,4500
1,F,62,2900,Silver,10,4500
0,F,62,3015,Silver,9,4500
0,F,62,3174,Silver,2,4500
0,F,62,3748,Silver,5,4500
0,M,62,4020,Silver,11,4500
0,F,62,4331,Silver,8,4500
0,F,62,4821,Silver,20,4500
0,M,63,296,Silver,8,4500
0,M,63,376,Silver,2,4500
0,F,63,1338,Silver,9,4500
0,F,63,1794,Silver,1,4500
0,F,63,2254,Silver,21,4500
0,F,63,2312,Silver,12,4500
0,M,63,2634,Silver,6,4500
0,F,63,2698,Silver,5,4500
0,F,63,2800,Silver,9,4500
1,F,63,3115,Silver,5,4500
0,F,63,3246,Silver,26,4500
1,F,63,3834,Silver,5,4500
0,F,63,4715,Silver,8,4500
0,F,64,164,Silver,8,4500
1,F,64,348,Silver,8,4500
0,M,64,569,Silver,1,4500
0,M,64,1161,Silver,6,4500
1,F,64,1367,Silver,2,4500
0,F,64,1943,Silver,27,4500
0,F,64,2209,Silver,4,4500
0,F,64,2789,Silver,3,4500
0,M,64,4684,Silver,5,4500
0,M,64,4730,Silver,6,4500
1,F,64,4758,Silver,9,4500
1,F,65,692,Silver,5,4500
0,M,65,932,Silver,5,4500
1,M,65,1258,Silver,8,4500
1,F,65,1756,Silver,12,4500
1,M,65,2325,Silver,3,4500
1,F,65,2374,Silver,9,4500
0,M,65,2504,Silver,3,4500
1,F,65,4958,Silver,4,4500
0,F,66,1191,Silver,5,4500
1,F,66,1255,Silver,8,4500
0,F,66,1362,Silver,5,4500
0,F,66,2440,Silver,11,4500
0,M,66,2978,Silver,8,4500
1,F,66,4495,Silver,5,4500
0,F,66,4677,Silver,9,4500
0,F,66,4749,Silver,12,4500
0,F,67,463,Silver,4,4500
0,F,67,1416,Silver,8,4500
0,F,67,2128,Silver,4,4500
0,M,67,2324,Silver,5,4500
0,F,67,3200,Silver,2,4500
1,F,67,4523,Silver,8,4500
0,M,67,4989,Silver,8,4500
0,F,68,225,Silver,4,4500
0,F,68,615,Silver,5,4500
0,F,68,628,Silver,10,4500
0,F,68,1255,Silver,11,4500
0,M,68,1801,Silver,2,4500
0,M,68,2562,Silver,4,4500
1,F,68,2853,Silver,5,4500
0,M,68,3253,Silver,1,4500
0,F,68,3652,Silver,9,4500
0,F,69,471,Silver,8,4500
0,M,69,657,Silver,9,4500
1,F,69,761,Silver,8,4500
0,F,69,1419,Silver,7,4500
1,F,69,2128,Silver,2,4500
0,M,69,2872,Silver,7,4500
0,F,69,4109,Silver,8,4500
0,F,69,4188,Silver,18,4500
0,F,69,4581,Silver,12,4500
0,F,69,4996,Silver,5,4500
0,F,70,127,Silver,13,4500
0,M,70,704,Silver,5,4500
0,M,70,967,Silver,9,4500
0,F,70,1722,Silver,5,4500
0,F,70,2402,Silver,9,4500
0,M,70,2965,Silver,8,4500
0,F,70,3298,Silver,7,4500
0,F,70,4042,Silver,3,4500
0,F,70,4164,Silver,5,4500
0,M,70,4425,Silver,4,4500
0,F,70,4665,Silver,14,4500
0,M,70,4725,Silver,0,4500
0,F,70,4820,Silver,9,4500
0,F,70,4842,Silver,20,4500
0,F,70,4903,Silver,1,4500
0,F,71,396,Silver,2,4500
0,F,71,643,Silver,1,4500
0,F,71,666,Silver,5,4500
0,F,71,675,Silver,9,4500
0,F,71,1096,Silver,5,4500
0,M,71,1111,Silver,3,4500
0,M,71,1188,Silver,3,4500
0,F,71,1629,Silver,11,4500
0,M,71,2985,Silver,1,4500
0,F,71,3068,Silver,8,4500
1,F,71,3348,Silver,5,4500
1,F,72,106,Silver,6,4500
1,F,72,225,Silver,5,4500
0,M,72,2019,Silver,6,4500
0,F,72,2402,Silver,7,4500
0,F,72,2464,Silver,11,4500
0,F,72,4501,Silver,15,4500
0,F,73,277,Silver,23,4500
0,F,73,338,Silver,9,4500
0,F,73,736,Silver,6,4500
0,F,73,1065,Silver,1,4500
0,F,73,1070,Silver,16,4500
0,M,73,2580,Silver,5,4500
0,F,73,2843,Silver,8,4500
0,M,73,3256,Silver,4,4500
0,M,73,3709,Silver,9,4500
0,F,73,3793,Silver,6,4500
1,F,73,4433,Silver,7,4500
1,F,74,759,Silver,8,4500
0,F,74,1030,Silver,8,4500
1,F,74,1084,Silver,4,4500
0,F,74,1826,Silver,16,4500
0,M,74,2250,Silver,10,4500
0,F,74,3355,Silver,5,4500
0,M,74,4919,Silver,5,4500
0,M,75,1709,Silver,7,4500
0,M,75,2569,Silver,20,4500
1,F,75,3293,Silver,8,4500
1,M,75,3942,Silver,11,4500
1,M,75,4059,Silver,8,4500
1,F,75,4320,Silver,2,4500
1,F,75,4585,Silver,9,4500
0,F,76,516,Silver,12,4500
0,M,76,646,Silver,26,4500
0,M,76,913,Silver,10,4500
0,M,76,1098,Silver,12,4500
0,F,76,1529,Silver,9,4500
0,F,76,1853,Silver,3,4500
0,F,76,1880,Silver,2,4500
0,F,76,2085,Silver,0,4500
0,F,76,2271,Silver,5,4500
0,F,76,3121,Silver,15,4500
0,F,76,4012,Silver,2,4500
0,F,76,4626,Silver,7,4500
0,F,77,969,Silver,2,4500
0,F,77,1153,Silver,5,4500
0,M,77,1616,Silver,4,4500
0,F,77,2311,Silver,2,4500
0,F,77,2595,Silver,1,4500
0,F,77,4473,Silver,6,4500
1,M,77,4537,Silver,5,4500
0,F,77,4539,Silver,3,4500
0,M,78,405,Silver,14,4500
0,F,78,1103,Silver,5,4500
0,M,78,1509,Silver,8,4500
0,F,78,1566,Silver,12,4500
0,M,78,4913,Silver,5,4500
0,F,79,1861,Silver,2,4500
0,F,79,3403,Silver,19,4500
0,M,79,3591,Silver,2,4500
1,M,18,4591,Silver,1,5000
1,M,20,4380,Silver,2,5000
1,F,24,1753,Silver,24,5000
0,M,25,2213,Silver,1,5000
0,F,26,1034,Silver,4,5000
0,M,26,1815,Silver,2,5000
1,F,26,4350,Silver,2,5000
1,F,27,261,Silver,5,5000
0,F,28,3589,Silver,5,5000
1,F,28,3839,Silver,1,5000
1,F,29,122,Silver,1,5000
1,F,29,675,Silver,4,5000
1,F,29,1405,Silver,1,5000
1,F,29,1427,Silver,1,5000
1,M,29,2858,Silver,7,5000
1,F,29,4065,Silver,2,5000
1,F,30,122,Silver,3,5000
